normalized_numeric_suffix,count,disk_relative_path,disk_basename,disk_source_folder,disk_batch_folder
1306,2,obama/batch_001/frame_001306s.jpg,frame_001306s.jpg,obama,batch_001
1307,2,diyas/batch_002/frame_001307s.jpg,frame_001307s.jpg,diyas,batch_002
1307,2,obama/batch_001/frame_001307s.jpg,frame_001307s.jpg,obama,batch_001
1308,2,diyas/batch_002/frame_001308s.jpg,frame_001308s.jpg,diyas,batch_002
1308,2,obama/batch_001/frame_001308s.jpg,frame_001308s.jpg,obama,batch_001
1309,2,diyas/batch_002/frame_001309s.jpg,frame_001309s.jpg,diyas,batch_002
1309,2,obama/batch_001/frame_001309s.jpg,frame_001309s.jpg,obama,batch_001
1317,2,diyas/batch_002/frame_001317s.jpg,frame_001317s.jpg,diyas,batch_002
1317,2,obama/batch_001/frame_001317s.jpg,frame_001317s.jpg,obama,batch_001
1318,2,diyas/batch_002/frame_001318s.jpg,frame_001318s.jpg,diyas,batch_002
1318,2,obama/batch_001/frame_001318s.jpg,frame_001318s.jpg,obama,batch_001
1319,2,diyas/batch_002/frame_001319s.jpg,frame_001319s.jpg,diyas,batch_002
1319,2,obama/batch_001/frame_001319s.jpg,frame_001319s.jpg,obama,batch_001
1320,2,diyas/batch_002/frame_001320s.jpg,frame_001320s.jpg,diyas,batch_002
1320,2,obama/batch_001/frame_001320s.jpg,frame_001320s.jpg,obama,batch_001
1321,2,diyas/batch_002/frame_001321s.jpg,frame_001321s.jpg,diyas,batch_002
1321,2,obama/batch_001/frame_001321s.jpg,frame_001321s.jpg,obama,batch_001
1322,2,diyas/batch_002/frame_001322s.jpg,frame_001322s.jpg,diyas,batch_002
1322,2,obama/batch_001/frame_001322s.jpg,frame_001322s.jpg,obama,batch_001
1323,2,diyas/batch_002/frame_001323s.jpg,frame_001323s.jpg,diyas,batch_002
1323,2,obama/batch_001/frame_001323s.jpg,frame_001323s.jpg,obama,batch_001
1324,2,diyas/batch_002/frame_001324s.jpg,frame_001324s.jpg,diyas,batch_002
1324,2,obama/batch_001/frame_001324s.jpg,frame_001324s.jpg,obama,batch_001
1325,2,diyas/batch_002/frame_001325s.jpg,frame_001325s.jpg,diyas,batch_002
1325,2,obama/batch_001/frame_001325s.jpg,frame_001325s.jpg,obama,batch_001
1326,2,diyas/batch_002/frame_001326s.jpg,frame_001326s.jpg,diyas,batch_002
1326,2,obama/batch_001/frame_001326s.jpg,frame_001326s.jpg,obama,batch_001
1327,2,diyas/batch_002/frame_001327s.jpg,frame_001327s.jpg,diyas,batch_002
1327,2,obama/batch_001/frame_001327s.jpg,frame_001327s.jpg,obama,batch_001
1328,2,diyas/batch_002/frame_001328s.jpg,frame_001328s.jpg,diyas,batch_002
1328,2,obama/batch_001/frame_001328s.jpg,frame_001328s.jpg,obama,batch_001
1329,2,diyas/batch_002/frame_001329s.jpg,frame_001329s.jpg,diyas,batch_002
1329,2,obama/batch_001/frame_001329s.jpg,frame_001329s.jpg,obama,batch_001
1330,2,diyas/batch_002/frame_001330s.jpg,frame_001330s.jpg,diyas,batch_002
1330,2,obama/batch_001/frame_001330s.jpg,frame_001330s.jpg,obama,batch_001
1331,2,diyas/batch_002/frame_001331s.jpg,frame_001331s.jpg,diyas,batch_002
1331,2,obama/batch_001/frame_001331s.jpg,frame_001331s.jpg,obama,batch_001
1334,2,diyas/batch_002/frame_001334s.jpg,frame_001334s.jpg,diyas,batch_002
1334,2,obama/batch_001/frame_001334s.jpg,frame_001334s.jpg,obama,batch_001
1335,2,diyas/batch_002/frame_001335s.jpg,frame_001335s.jpg,diyas,batch_002
1335,2,obama/batch_001/frame_001335s.jpg,frame_001335s.jpg,obama,batch_001
1336,2,diyas/batch_002/frame_001336s.jpg,frame_001336s.jpg,diyas,batch_002
1336,2,obama/batch_001/frame_001336s.jpg,frame_001336s.jpg,obama,batch_001
1337,2,diyas/batch_002/frame_001337s.jpg,frame_001337s.jpg,diyas,batch_002
1337,2,obama/batch_001/frame_001337s.jpg,frame_001337s.jpg,obama,batch_001
1338,2,diyas/batch_002/frame_001338s.jpg,frame_001338s.jpg,diyas,batch_002
1338,2,obama/batch_001/frame_001338s.jpg,frame_001338s.jpg,obama,batch_001
1339,2,diyas/batch_002/frame_001339s.jpg,frame_001339s.jpg,diyas,batch_002
1339,2,obama/batch_001/frame_001339s.jpg,frame_001339s.jpg,obama,batch_001
1340,2,diyas/batch_002/frame_001340s.jpg,frame_001340s.jpg,diyas,batch_002
1340,2,obama/batch_001/frame_001340s.jpg,frame_001340s.jpg,obama,batch_001
1341,2,diyas/batch_002/frame_001341s.jpg,frame_001341s.jpg,diyas,batch_002
1341,2,obama/batch_001/frame_001341s.jpg,frame_001341s.jpg,obama,batch_001
1342,2,diyas/batch_002/frame_001342s.jpg,frame_001342s.jpg,diyas,batch_002
1342,2,obama/batch_001/frame_001342s.jpg,frame_001342s.jpg,obama,batch_001
1343,2,diyas/batch_002/frame_001343s.jpg,frame_001343s.jpg,diyas,batch_002
1343,2,obama/batch_001/frame_001343s.jpg,frame_001343s.jpg,obama,batch_001
1344,2,diyas/batch_002/frame_001344s.jpg,frame_001344s.jpg,diyas,batch_002
1344,2,obama/batch_001/frame_001344s.jpg,frame_001344s.jpg,obama,batch_001
1345,2,diyas/batch_002/frame_001345s.jpg,frame_001345s.jpg,diyas,batch_002
1345,2,obama/batch_001/frame_001345s.jpg,frame_001345s.jpg,obama,batch_001
1346,2,diyas/batch_002/frame_001346s.jpg,frame_001346s.jpg,diyas,batch_002
1346,2,obama/batch_001/frame_001346s.jpg,frame_001346s.jpg,obama,batch_001
1347,2,diyas/batch_002/frame_001347s.jpg,frame_001347s.jpg,diyas,batch_002
1347,2,obama/batch_001/frame_001347s.jpg,frame_001347s.jpg,obama,batch_001
1348,2,diyas/batch_002/frame_001348s.jpg,frame_001348s.jpg,diyas,batch_002
1348,2,obama/batch_001/frame_001348s.jpg,frame_001348s.jpg,obama,batch_001
1349,2,diyas/batch_002/frame_001349s.jpg,frame_001349s.jpg,diyas,batch_002
1349,2,obama/batch_001/frame_001349s.jpg,frame_001349s.jpg,obama,batch_001
1350,2,diyas/batch_002/frame_001350s.jpg,frame_001350s.jpg,diyas,batch_002
1350,2,obama/batch_001/frame_001350s.jpg,frame_001350s.jpg,obama,batch_001
1351,2,diyas/batch_002/frame_001351s.jpg,frame_001351s.jpg,diyas,batch_002
1351,2,obama/batch_001/frame_001351s.jpg,frame_001351s.jpg,obama,batch_001
1352,2,diyas/batch_002/frame_001352s.jpg,frame_001352s.jpg,diyas,batch_002
1352,2,obama/batch_001/frame_001352s.jpg,frame_001352s.jpg,obama,batch_001
1353,2,diyas/batch_002/frame_001353s.jpg,frame_001353s.jpg,diyas,batch_002
1353,2,obama/batch_001/frame_001353s.jpg,frame_001353s.jpg,obama,batch_001
1354,2,diyas/batch_002/frame_001354s.jpg,frame_001354s.jpg,diyas,batch_002
1354,2,obama/batch_001/frame_001354s.jpg,frame_001354s.jpg,obama,batch_001
1355,2,diyas/batch_002/frame_001355s.jpg,frame_001355s.jpg,diyas,batch_002
1355,2,obama/batch_001/frame_001355s.jpg,frame_001355s.jpg,obama,batch_001
1356,2,diyas/batch_002/frame_001356s.jpg,frame_001356s.jpg,diyas,batch_002
1356,2,obama/batch_001/frame_001356s.jpg,frame_001356s.jpg,obama,batch_001
1357,2,diyas/batch_002/frame_001357s.jpg,frame_001357s.jpg,diyas,batch_002
1357,2,obama/batch_001/frame_001357s.jpg,frame_001357s.jpg,obama,batch_001
1358,2,diyas/batch_002/frame_001358s.jpg,frame_001358s.jpg,diyas,batch_002
1358,2,obama/batch_001/frame_001358s.jpg,frame_001358s.jpg,obama,batch_001
1379,2,diyas/batch_002/frame_001379s.jpg,frame_001379s.jpg,diyas,batch_002
1379,2,obama/batch_001/frame_001379s.jpg,frame_001379s.jpg,obama,batch_001
1380,2,diyas/batch_002/frame_001380s.jpg,frame_001380s.jpg,diyas,batch_002
1380,2,obama/batch_001/frame_001380s.jpg,frame_001380s.jpg,obama,batch_001
1381,2,diyas/batch_002/frame_001381s.jpg,frame_001381s.jpg,diyas,batch_002
1381,2,obama/batch_001/frame_001381s.jpg,frame_001381s.jpg,obama,batch_001
1382,2,diyas/batch_002/frame_001382s.jpg,frame_001382s.jpg,diyas,batch_002
1382,2,obama/batch_001/frame_001382s.jpg,frame_001382s.jpg,obama,batch_001
1383,2,diyas/batch_002/frame_001383s.jpg,frame_001383s.jpg,diyas,batch_002
1383,2,obama/batch_001/frame_001383s.jpg,frame_001383s.jpg,obama,batch_001
1384,2,diyas/batch_002/frame_001384s.jpg,frame_001384s.jpg,diyas,batch_002
1384,2,obama/batch_001/frame_001384s.jpg,frame_001384s.jpg,obama,batch_001
1385,2,diyas/batch_002/frame_001385s.jpg,frame_001385s.jpg,diyas,batch_002
1385,2,obama/batch_001/frame_001385s.jpg,frame_001385s.jpg,obama,batch_001
1386,2,diyas/batch_002/frame_001386s.jpg,frame_001386s.jpg,diyas,batch_002
1386,2,obama/batch_001/frame_001386s.jpg,frame_001386s.jpg,obama,batch_001
1387,2,diyas/batch_002/frame_001387s.jpg,frame_001387s.jpg,diyas,batch_002
1387,2,obama/batch_001/frame_001387s.jpg,frame_001387s.jpg,obama,batch_001
1388,2,diyas/batch_002/frame_001388s.jpg,frame_001388s.jpg,diyas,batch_002
1388,2,obama/batch_001/frame_001388s.jpg,frame_001388s.jpg,obama,batch_001
1389,2,diyas/batch_002/frame_001389s.jpg,frame_001389s.jpg,diyas,batch_002
1389,2,obama/batch_001/frame_001389s.jpg,frame_001389s.jpg,obama,batch_001
1390,2,diyas/batch_002/frame_001390s.jpg,frame_001390s.jpg,diyas,batch_002
1390,2,obama/batch_001/frame_001390s.jpg,frame_001390s.jpg,obama,batch_001
1391,2,diyas/batch_002/frame_001391s.jpg,frame_001391s.jpg,diyas,batch_002
1391,2,obama/batch_001/frame_001391s.jpg,frame_001391s.jpg,obama,batch_001
1392,2,diyas/batch_002/frame_001392s.jpg,frame_001392s.jpg,diyas,batch_002
1392,2,obama/batch_001/frame_001392s.jpg,frame_001392s.jpg,obama,batch_001
1393,2,diyas/batch_002/frame_001393s.jpg,frame_001393s.jpg,diyas,batch_002
1393,2,obama/batch_001/frame_001393s.jpg,frame_001393s.jpg,obama,batch_001
1394,2,diyas/batch_002/frame_001394s.jpg,frame_001394s.jpg,diyas,batch_002
1394,2,obama/batch_001/frame_001394s.jpg,frame_001394s.jpg,obama,batch_001
1395,2,diyas/batch_002/frame_001395s.jpg,frame_001395s.jpg,diyas,batch_002
1395,2,obama/batch_001/frame_001395s.jpg,frame_001395s.jpg,obama,batch_001
1396,2,diyas/batch_002/frame_001396s.jpg,frame_001396s.jpg,diyas,batch_002
1396,2,obama/batch_001/frame_001396s.jpg,frame_001396s.jpg,obama,batch_001
1397,2,diyas/batch_002/frame_001397s.jpg,frame_001397s.jpg,diyas,batch_002
1397,2,obama/batch_001/frame_001397s.jpg,frame_001397s.jpg,obama,batch_001
1398,2,diyas/batch_002/frame_001398s.jpg,frame_001398s.jpg,diyas,batch_002
1398,2,obama/batch_002/frame_001398s.jpg,frame_001398s.jpg,obama,batch_002
1399,2,diyas/batch_002/frame_001399s.jpg,frame_001399s.jpg,diyas,batch_002
1399,2,obama/batch_002/frame_001399s.jpg,frame_001399s.jpg,obama,batch_002
1400,2,diyas/batch_002/frame_001400s.jpg,frame_001400s.jpg,diyas,batch_002
1400,2,obama/batch_002/frame_001400s.jpg,frame_001400s.jpg,obama,batch_002
1401,2,diyas/batch_002/frame_001401s.jpg,frame_001401s.jpg,diyas,batch_002
1401,2,obama/batch_002/frame_001401s.jpg,frame_001401s.jpg,obama,batch_002
1402,2,diyas/batch_002/frame_001402s.jpg,frame_001402s.jpg,diyas,batch_002
1402,2,obama/batch_002/frame_001402s.jpg,frame_001402s.jpg,obama,batch_002
1403,2,diyas/batch_002/frame_001403s.jpg,frame_001403s.jpg,diyas,batch_002
1403,2,obama/batch_002/frame_001403s.jpg,frame_001403s.jpg,obama,batch_002
1404,2,diyas/batch_002/frame_001404s.jpg,frame_001404s.jpg,diyas,batch_002
1404,2,obama/batch_002/frame_001404s.jpg,frame_001404s.jpg,obama,batch_002
1415,2,diyas/batch_002/frame_001415s.jpg,frame_001415s.jpg,diyas,batch_002
1415,2,obama/batch_002/frame_001415s.jpg,frame_001415s.jpg,obama,batch_002
1416,2,diyas/batch_002/frame_001416s.jpg,frame_001416s.jpg,diyas,batch_002
1416,2,obama/batch_002/frame_001416s.jpg,frame_001416s.jpg,obama,batch_002
1417,2,diyas/batch_002/frame_001417s.jpg,frame_001417s.jpg,diyas,batch_002
1417,2,obama/batch_002/frame_001417s.jpg,frame_001417s.jpg,obama,batch_002
1418,2,diyas/batch_002/frame_001418s.jpg,frame_001418s.jpg,diyas,batch_002
1418,2,obama/batch_002/frame_001418s.jpg,frame_001418s.jpg,obama,batch_002
1419,2,diyas/batch_002/frame_001419s.jpg,frame_001419s.jpg,diyas,batch_002
1419,2,obama/batch_002/frame_001419s.jpg,frame_001419s.jpg,obama,batch_002
1420,2,diyas/batch_002/frame_001420s.jpg,frame_001420s.jpg,diyas,batch_002
1420,2,obama/batch_002/frame_001420s.jpg,frame_001420s.jpg,obama,batch_002
1421,2,diyas/batch_002/frame_001421s.jpg,frame_001421s.jpg,diyas,batch_002
1421,2,obama/batch_002/frame_001421s.jpg,frame_001421s.jpg,obama,batch_002
1422,2,diyas/batch_002/frame_001422s.jpg,frame_001422s.jpg,diyas,batch_002
1422,2,obama/batch_002/frame_001422s.jpg,frame_001422s.jpg,obama,batch_002
1423,2,diyas/batch_002/frame_001423s.jpg,frame_001423s.jpg,diyas,batch_002
1423,2,obama/batch_002/frame_001423s.jpg,frame_001423s.jpg,obama,batch_002
1424,2,diyas/batch_002/frame_001424s.jpg,frame_001424s.jpg,diyas,batch_002
1424,2,obama/batch_002/frame_001424s.jpg,frame_001424s.jpg,obama,batch_002
1425,2,diyas/batch_002/frame_001425s.jpg,frame_001425s.jpg,diyas,batch_002
1425,2,obama/batch_002/frame_001425s.jpg,frame_001425s.jpg,obama,batch_002
1426,2,diyas/batch_002/frame_001426s.jpg,frame_001426s.jpg,diyas,batch_002
1426,2,obama/batch_002/frame_001426s.jpg,frame_001426s.jpg,obama,batch_002
1427,2,diyas/batch_002/frame_001427s.jpg,frame_001427s.jpg,diyas,batch_002
1427,2,obama/batch_002/frame_001427s.jpg,frame_001427s.jpg,obama,batch_002
1428,2,diyas/batch_002/frame_001428s.jpg,frame_001428s.jpg,diyas,batch_002
1428,2,obama/batch_002/frame_001428s.jpg,frame_001428s.jpg,obama,batch_002
1429,2,diyas/batch_002/frame_001429s.jpg,frame_001429s.jpg,diyas,batch_002
1429,2,obama/batch_002/frame_001429s.jpg,frame_001429s.jpg,obama,batch_002
1431,2,diyas/batch_002/frame_001431s.jpg,frame_001431s.jpg,diyas,batch_002
1431,2,obama/batch_002/frame_001431s.jpg,frame_001431s.jpg,obama,batch_002
1432,2,diyas/batch_002/frame_001432s.jpg,frame_001432s.jpg,diyas,batch_002
1432,2,obama/batch_002/frame_001432s.jpg,frame_001432s.jpg,obama,batch_002
1433,2,diyas/batch_002/frame_001433s.jpg,frame_001433s.jpg,diyas,batch_002
1433,2,obama/batch_002/frame_001433s.jpg,frame_001433s.jpg,obama,batch_002
1434,2,diyas/batch_002/frame_001434s.jpg,frame_001434s.jpg,diyas,batch_002
1434,2,obama/batch_002/frame_001434s.jpg,frame_001434s.jpg,obama,batch_002
1435,2,diyas/batch_002/frame_001435s.jpg,frame_001435s.jpg,diyas,batch_002
1435,2,obama/batch_002/frame_001435s.jpg,frame_001435s.jpg,obama,batch_002
1436,2,diyas/batch_002/frame_001436s.jpg,frame_001436s.jpg,diyas,batch_002
1436,2,obama/batch_002/frame_001436s.jpg,frame_001436s.jpg,obama,batch_002
1437,2,diyas/batch_002/frame_001437s.jpg,frame_001437s.jpg,diyas,batch_002
1437,2,obama/batch_002/frame_001437s.jpg,frame_001437s.jpg,obama,batch_002
1438,2,diyas/batch_002/frame_001438s.jpg,frame_001438s.jpg,diyas,batch_002
1438,2,obama/batch_002/frame_001438s.jpg,frame_001438s.jpg,obama,batch_002
1439,2,diyas/batch_002/frame_001439s.jpg,frame_001439s.jpg,diyas,batch_002
1439,2,obama/batch_002/frame_001439s.jpg,frame_001439s.jpg,obama,batch_002
1440,2,diyas/batch_002/frame_001440s.jpg,frame_001440s.jpg,diyas,batch_002
1440,2,obama/batch_002/frame_001440s.jpg,frame_001440s.jpg,obama,batch_002
1441,2,diyas/batch_002/frame_001441s.jpg,frame_001441s.jpg,diyas,batch_002
1441,2,obama/batch_002/frame_001441s.jpg,frame_001441s.jpg,obama,batch_002
1442,2,diyas/batch_002/frame_001442s.jpg,frame_001442s.jpg,diyas,batch_002
1442,2,obama/batch_002/frame_001442s.jpg,frame_001442s.jpg,obama,batch_002
1443,2,diyas/batch_002/frame_001443s.jpg,frame_001443s.jpg,diyas,batch_002
1443,2,obama/batch_002/frame_001443s.jpg,frame_001443s.jpg,obama,batch_002
1444,2,diyas/batch_002/frame_001444s.jpg,frame_001444s.jpg,diyas,batch_002
1444,2,obama/batch_002/frame_001444s.jpg,frame_001444s.jpg,obama,batch_002
1445,2,diyas/batch_002/frame_001445s.jpg,frame_001445s.jpg,diyas,batch_002
1445,2,obama/batch_002/frame_001445s.jpg,frame_001445s.jpg,obama,batch_002
1447,2,diyas/batch_002/frame_001447s.jpg,frame_001447s.jpg,diyas,batch_002
1447,2,obama/batch_002/frame_001447s.jpg,frame_001447s.jpg,obama,batch_002
1448,2,diyas/batch_002/frame_001448s.jpg,frame_001448s.jpg,diyas,batch_002
1448,2,obama/batch_002/frame_001448s.jpg,frame_001448s.jpg,obama,batch_002
1449,2,diyas/batch_002/frame_001449s.jpg,frame_001449s.jpg,diyas,batch_002
1449,2,obama/batch_002/frame_001449s.jpg,frame_001449s.jpg,obama,batch_002
1450,2,diyas/batch_002/frame_001450s.jpg,frame_001450s.jpg,diyas,batch_002
1450,2,obama/batch_002/frame_001450s.jpg,frame_001450s.jpg,obama,batch_002
1451,2,diyas/batch_002/frame_001451s.jpg,frame_001451s.jpg,diyas,batch_002
1451,2,obama/batch_002/frame_001451s.jpg,frame_001451s.jpg,obama,batch_002
1452,2,diyas/batch_002/frame_001452s.jpg,frame_001452s.jpg,diyas,batch_002
1452,2,obama/batch_002/frame_001452s.jpg,frame_001452s.jpg,obama,batch_002
1453,2,diyas/batch_002/frame_001453s.jpg,frame_001453s.jpg,diyas,batch_002
1453,2,obama/batch_002/frame_001453s.jpg,frame_001453s.jpg,obama,batch_002
1454,2,diyas/batch_002/frame_001454s.jpg,frame_001454s.jpg,diyas,batch_002
1454,2,obama/batch_002/frame_001454s.jpg,frame_001454s.jpg,obama,batch_002
1455,2,diyas/batch_002/frame_001455s.jpg,frame_001455s.jpg,diyas,batch_002
1455,2,obama/batch_002/frame_001455s.jpg,frame_001455s.jpg,obama,batch_002
1456,2,diyas/batch_002/frame_001456s.jpg,frame_001456s.jpg,diyas,batch_002
1456,2,obama/batch_002/frame_001456s.jpg,frame_001456s.jpg,obama,batch_002
1457,2,diyas/batch_002/frame_001457s.jpg,frame_001457s.jpg,diyas,batch_002
1457,2,obama/batch_002/frame_001457s.jpg,frame_001457s.jpg,obama,batch_002
1458,2,diyas/batch_002/frame_001458s.jpg,frame_001458s.jpg,diyas,batch_002
1458,2,obama/batch_002/frame_001458s.jpg,frame_001458s.jpg,obama,batch_002
1459,2,diyas/batch_002/frame_001459s.jpg,frame_001459s.jpg,diyas,batch_002
1459,2,obama/batch_002/frame_001459s.jpg,frame_001459s.jpg,obama,batch_002
1460,2,diyas/batch_002/frame_001460s.jpg,frame_001460s.jpg,diyas,batch_002
1460,2,obama/batch_002/frame_001460s.jpg,frame_001460s.jpg,obama,batch_002
1461,2,diyas/batch_002/frame_001461s.jpg,frame_001461s.jpg,diyas,batch_002
1461,2,obama/batch_002/frame_001461s.jpg,frame_001461s.jpg,obama,batch_002
1462,2,diyas/batch_002/frame_001462s.jpg,frame_001462s.jpg,diyas,batch_002
1462,2,obama/batch_002/frame_001462s.jpg,frame_001462s.jpg,obama,batch_002
1463,2,diyas/batch_002/frame_001463s.jpg,frame_001463s.jpg,diyas,batch_002
1463,2,obama/batch_002/frame_001463s.jpg,frame_001463s.jpg,obama,batch_002
1464,2,diyas/batch_002/frame_001464s.jpg,frame_001464s.jpg,diyas,batch_002
1464,2,obama/batch_002/frame_001464s.jpg,frame_001464s.jpg,obama,batch_002
1465,2,diyas/batch_002/frame_001465s.jpg,frame_001465s.jpg,diyas,batch_002
1465,2,obama/batch_002/frame_001465s.jpg,frame_001465s.jpg,obama,batch_002
1466,2,diyas/batch_002/frame_001466s.jpg,frame_001466s.jpg,diyas,batch_002
1466,2,obama/batch_002/frame_001466s.jpg,frame_001466s.jpg,obama,batch_002
1467,2,diyas/batch_002/frame_001467s.jpg,frame_001467s.jpg,diyas,batch_002
1467,2,obama/batch_002/frame_001467s.jpg,frame_001467s.jpg,obama,batch_002
1468,2,diyas/batch_002/frame_001468s.jpg,frame_001468s.jpg,diyas,batch_002
1468,2,obama/batch_002/frame_001468s.jpg,frame_001468s.jpg,obama,batch_002
1471,2,diyas/batch_002/frame_001471s.jpg,frame_001471s.jpg,diyas,batch_002
1471,2,obama/batch_002/frame_001471s.jpg,frame_001471s.jpg,obama,batch_002
1472,2,diyas/batch_002/frame_001472s.jpg,frame_001472s.jpg,diyas,batch_002
1472,2,obama/batch_002/frame_001472s.jpg,frame_001472s.jpg,obama,batch_002
1473,2,diyas/batch_002/frame_001473s.jpg,frame_001473s.jpg,diyas,batch_002
1473,2,obama/batch_002/frame_001473s.jpg,frame_001473s.jpg,obama,batch_002
1474,2,diyas/batch_002/frame_001474s.jpg,frame_001474s.jpg,diyas,batch_002
1474,2,obama/batch_002/frame_001474s.jpg,frame_001474s.jpg,obama,batch_002
1475,2,diyas/batch_002/frame_001475s.jpg,frame_001475s.jpg,diyas,batch_002
1475,2,obama/batch_002/frame_001475s.jpg,frame_001475s.jpg,obama,batch_002
1476,2,diyas/batch_002/frame_001476s.jpg,frame_001476s.jpg,diyas,batch_002
1476,2,obama/batch_002/frame_001476s.jpg,frame_001476s.jpg,obama,batch_002
1477,2,diyas/batch_002/frame_001477s.jpg,frame_001477s.jpg,diyas,batch_002
1477,2,obama/batch_002/frame_001477s.jpg,frame_001477s.jpg,obama,batch_002
1478,2,diyas/batch_002/frame_001478s.jpg,frame_001478s.jpg,diyas,batch_002
1478,2,obama/batch_002/frame_001478s.jpg,frame_001478s.jpg,obama,batch_002
1479,2,diyas/batch_002/frame_001479s.jpg,frame_001479s.jpg,diyas,batch_002
1479,2,obama/batch_002/frame_001479s.jpg,frame_001479s.jpg,obama,batch_002
1480,2,diyas/batch_002/frame_001480s.jpg,frame_001480s.jpg,diyas,batch_002
1480,2,obama/batch_002/frame_001480s.jpg,frame_001480s.jpg,obama,batch_002
1481,2,diyas/batch_002/frame_001481s.jpg,frame_001481s.jpg,diyas,batch_002
1481,2,obama/batch_002/frame_001481s.jpg,frame_001481s.jpg,obama,batch_002
1482,2,diyas/batch_002/frame_001482s.jpg,frame_001482s.jpg,diyas,batch_002
1482,2,obama/batch_002/frame_001482s.jpg,frame_001482s.jpg,obama,batch_002
1483,2,diyas/batch_002/frame_001483s.jpg,frame_001483s.jpg,diyas,batch_002
1483,2,obama/batch_002/frame_001483s.jpg,frame_001483s.jpg,obama,batch_002
1484,2,diyas/batch_002/frame_001484s.jpg,frame_001484s.jpg,diyas,batch_002
1484,2,obama/batch_002/frame_001484s.jpg,frame_001484s.jpg,obama,batch_002
1485,2,diyas/batch_002/frame_001485s.jpg,frame_001485s.jpg,diyas,batch_002
1485,2,obama/batch_002/frame_001485s.jpg,frame_001485s.jpg,obama,batch_002
1486,2,diyas/batch_002/frame_001486s.jpg,frame_001486s.jpg,diyas,batch_002
1486,2,obama/batch_002/frame_001486s.jpg,frame_001486s.jpg,obama,batch_002
1497,2,diyas/batch_002/frame_001497s.jpg,frame_001497s.jpg,diyas,batch_002
1497,2,obama/batch_002/frame_001497s.jpg,frame_001497s.jpg,obama,batch_002
1498,2,diyas/batch_002/frame_001498s.jpg,frame_001498s.jpg,diyas,batch_002
1498,2,obama/batch_002/frame_001498s.jpg,frame_001498s.jpg,obama,batch_002
1499,2,diyas/batch_002/frame_001499s.jpg,frame_001499s.jpg,diyas,batch_002
1499,2,obama/batch_002/frame_001499s.jpg,frame_001499s.jpg,obama,batch_002
1500,2,diyas/batch_002/frame_001500s.jpg,frame_001500s.jpg,diyas,batch_002
1500,2,obama/batch_002/frame_001500s.jpg,frame_001500s.jpg,obama,batch_002
1501,2,diyas/batch_002/frame_001501s.jpg,frame_001501s.jpg,diyas,batch_002
1501,2,obama/batch_002/frame_001501s.jpg,frame_001501s.jpg,obama,batch_002
1502,2,diyas/batch_002/frame_001502s.jpg,frame_001502s.jpg,diyas,batch_002
1502,2,obama/batch_002/frame_001502s.jpg,frame_001502s.jpg,obama,batch_002
1503,2,diyas/batch_002/frame_001503s.jpg,frame_001503s.jpg,diyas,batch_002
1503,2,obama/batch_002/frame_001503s.jpg,frame_001503s.jpg,obama,batch_002
1504,2,diyas/batch_002/frame_001504s.jpg,frame_001504s.jpg,diyas,batch_002
1504,2,obama/batch_002/frame_001504s.jpg,frame_001504s.jpg,obama,batch_002
1505,2,diyas/batch_002/frame_001505s.jpg,frame_001505s.jpg,diyas,batch_002
1505,2,obama/batch_002/frame_001505s.jpg,frame_001505s.jpg,obama,batch_002
1506,2,diyas/batch_002/frame_001506s.jpg,frame_001506s.jpg,diyas,batch_002
1506,2,obama/batch_002/frame_001506s.jpg,frame_001506s.jpg,obama,batch_002
1507,2,diyas/batch_002/frame_001507s.jpg,frame_001507s.jpg,diyas,batch_002
1507,2,obama/batch_002/frame_001507s.jpg,frame_001507s.jpg,obama,batch_002
1509,2,diyas/batch_002/frame_001509s.jpg,frame_001509s.jpg,diyas,batch_002
1509,2,obama/batch_002/frame_001509s.jpg,frame_001509s.jpg,obama,batch_002
1510,2,diyas/batch_002/frame_001510s.jpg,frame_001510s.jpg,diyas,batch_002
1510,2,obama/batch_002/frame_001510s.jpg,frame_001510s.jpg,obama,batch_002
1511,2,diyas/batch_002/frame_001511s.jpg,frame_001511s.jpg,diyas,batch_002
1511,2,obama/batch_002/frame_001511s.jpg,frame_001511s.jpg,obama,batch_002
1512,2,diyas/batch_002/frame_001512s.jpg,frame_001512s.jpg,diyas,batch_002
1512,2,obama/batch_002/frame_001512s.jpg,frame_001512s.jpg,obama,batch_002
1513,2,diyas/batch_002/frame_001513s.jpg,frame_001513s.jpg,diyas,batch_002
1513,2,obama/batch_002/frame_001513s.jpg,frame_001513s.jpg,obama,batch_002
1514,2,diyas/batch_002/frame_001514s.jpg,frame_001514s.jpg,diyas,batch_002
1514,2,obama/batch_002/frame_001514s.jpg,frame_001514s.jpg,obama,batch_002
1516,2,diyas/batch_002/frame_001516s.jpg,frame_001516s.jpg,diyas,batch_002
1516,2,obama/batch_002/frame_001516s.jpg,frame_001516s.jpg,obama,batch_002
1526,2,diyas/batch_002/frame_001526s.jpg,frame_001526s.jpg,diyas,batch_002
1526,2,obama/batch_002/frame_001526s.jpg,frame_001526s.jpg,obama,batch_002
1527,2,diyas/batch_002/frame_001527s.jpg,frame_001527s.jpg,diyas,batch_002
1527,2,obama/batch_002/frame_001527s.jpg,frame_001527s.jpg,obama,batch_002
1528,2,diyas/batch_002/frame_001528s.jpg,frame_001528s.jpg,diyas,batch_002
1528,2,obama/batch_002/frame_001528s.jpg,frame_001528s.jpg,obama,batch_002
